,Timestamp,Id,SequenceId,SequenceSet,VectorGazeX,VectorGazeY,VectorGazeZ,GazeX,GazeY
4400,638345128495252617,1451.0,1.0,1.0,0.1480898,-0.09686272,0.9842191,3555.336736142636,1984.31359231472
4401,638345128496249545,1451.0,1.0,1.0,0.409695,-0.05220987,0.9107272,4536.356247961521,1761.0493451356888
4402,638345128497270778,1451.0,1.0,1.0,0.4706915,-0.04181824,0.8813063,4765.093132853508,1709.091193974018
4403,638345128498293434,1451.0,1.0,1.0,0.4805507,-0.04198688,0.8759612,4802.065148949623,1709.9343948066237
4404,638345128499312297,1451.0,1.0,1.0,0.6230199,0.002950596,0.7822005,5336.324527859688,1485.2470203768462
4405,638345128500415027,1451.0,1.0,1.0,0.569611,-0.02679443,0.8214776,5136.041298508644,1633.9721493422985
4406,638345128501089819,1451.0,1.0,1.0,0.632588,0.0297787,0.7739158,5372.20510840416,1351.1064983904362
4407,638345128502135357,1451.0,1.0,1.0,0.6178083,0.01606583,0.7861646,5316.781058907509,1419.6708481758833
4408,638345128503178430,1451.0,1.0,1.0,0.6782337,0.04552259,0.733435,5543.376311659813,1272.3870538175106
4409,638345128504218474,1451.0,1.0,1.0,0.6485809,0.03293576,0.7604328,5432.178407907486,1335.321195423603
4410,638345128504693599,1451.0,1.0,1.0,0.5795431,0.02015279,0.8146924,5173.28667640686,1399.2360476404428
